"","EC","ARS","BQF","BQS","BQS1","BR1F","BRF1","BRF2","BRS1","BRS2","CYF","CYS","EPF","EPS","ESF9","ETS","FAS","MTF","PBS","PFF","PFS","PGF","PGS","PLS","QH2F","QHS1","QHS2","QNF","QNS","RSF","RSS","RVF","SIF","SIS","SLF","SLS","TCF","TCS"
"1132","4.4.1.5",107,NA,26,NA,199,1026,977,88,289,68,382,294,383,1546,129,92,245,842,550,472,117,389,149,191,6318,70,1027,1294,103,58,1108,2470,271,235,6,419,115
"1133","4.4.1.8",206,4,72,NA,649,714,338,543,505,197,584,359,467,154,172,633,204,180,672,288,92,540,122,656,3115,203,457,763,271,220,89,161,511,297,154,275,153
"1134","4.6.1.1",53,NA,NA,NA,15,15,17,6,57,58,189,57,149,132,122,22,22,21,165,342,14,98,16,84,1143,141,171,258,114,114,24,139,225,107,3,93,16
"1135","4.6.1.12",629,10,128,NA,1221,1181,1517,1101,1751,1275,1733,1452,2481,1732,691,1878,1478,1084,2002,1046,457,1854,1657,3493,8173,1283,2032,3012,1145,1042,1204,2463,2158,755,300,1259,1030
"1136","4.6.1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","4.7.1.1",220,2,48,NA,161,84,88,2,25,129,252,500,367,1541,26,19,146,525,275,40,529,387,40,3577,4850,778,223,400,111,121,70,2445,957,119,4,149,16
"1138","4.99.1.1",86,NA,31,NA,215,130,241,230,148,161,333,56,131,37,103,156,206,40,110,31,16,457,40,8,260,11,182,106,146,79,50,24,366,155,16,198,61
"1139","5.1.1.1",319,4,67,NA,632,1340,1953,526,952,373,690,587,1002,2453,332,543,571,89,1093,642,180,891,337,3931,5436,930,1477,2420,301,283,1409,3342,645,471,93,1061,401
"1140","5.1.1.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1141","5.1.1.20",90,NA,59,NA,441,386,201,321,665,187,240,340,602,90,127,580,415,10,790,406,85,752,224,59,617,262,254,1039,480,707,100,57,407,193,262,330,277
"1142","5.1.1.3",182,4,90,NA,323,252,524,211,1189,542,420,776,1387,159,192,940,788,45,704,336,107,788,1055,590,1323,347,454,825,702,561,306,149,1016,348,159,489,571
"1143","5.1.1.5",NA,NA,NA,NA,2,1,2,1,1,1,2,NA,2,NA,NA,11,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,2,NA,2,NA
"1144","5.1.1.7",430,3,55,NA,678,1357,1789,554,958,242,643,778,1059,1763,270,367,505,825,1465,597,222,742,276,6566,8351,1327,1854,2621,413,290,1802,2415,617,422,206,980,254
"1145","5.1.1.8",659,10,201,NA,363,286,737,302,231,151,976,197,520,253,694,454,327,64,883,383,482,1957,105,228,352,276,1297,1385,504,312,446,208,673,421,41,716,76
"1146","5.1.3.1",1168,6,305,3,1782,2480,3118,1687,3536,2447,3439,2182,3715,5707,1379,2891,2499,1669,3895,1926,890,3189,3521,9833,16396,2744,3892,5028,1800,1529,3098,8969,3531,1702,520,2326,2549
"1147","5.1.3.11",NA,NA,16,NA,22,4,36,1,10,25,5,20,100,18,61,17,9,1,74,80,16,269,2,2,3,16,48,83,39,73,7,7,27,17,8,21,26
"1148","5.1.3.13",422,1119,1113,1027,743,1426,1425,530,1303,831,1234,1192,2108,2460,530,825,1529,1182,2172,1299,497,1857,2948,4731,12059,2135,2234,3516,881,796,1111,3525,1816,760,112,1323,1250
"1149","5.1.3.14",454,5,271,2,2743,2296,2574,3026,2646,2311,1992,1410,2064,477,685,4811,1080,178,2596,831,529,2773,993,486,4930,791,1291,1926,1456,1224,3813,365,2682,1249,1018,1511,1427
"1150","5.1.3.2",728,43,261,49,1049,1442,2385,1000,2466,1024,2036,2317,3732,2516,982,2006,1090,327,3527,1536,571,2958,1434,11493,15220,4311,2963,4254,2267,2106,1571,3242,3049,1108,361,1812,1078
"1151","5.1.3.20",279,3,110,NA,237,156,599,64,819,100,623,764,1301,460,198,285,161,1296,1467,1081,336,836,370,1683,5345,1473,2490,4183,200,193,134,434,499,461,18,845,142
"1152","5.1.3.22",NA,NA,1,NA,12,4,6,NA,2,2,1,9,24,15,NA,1,1,NA,27,6,8,47,NA,2,1,1,8,11,19,26,1,2,16,7,NA,9,2
"1153","5.1.3.23",374,2,88,NA,1064,605,363,793,1436,780,1014,871,1430,202,551,1666,495,57,1095,466,128,930,298,2180,3876,1179,721,972,1125,872,226,218,1304,601,765,518,331
"1154","5.1.3.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"1155","5.1.3.25",12,NA,11,NA,33,10,36,39,45,4,28,41,129,15,14,68,34,89,44,34,20,53,7,14,14,39,64,96,78,26,19,5,33,11,4,25,2
"1156","5.1.3.26",NA,NA,5,NA,14,11,5,6,14,4,3,45,64,8,3,38,16,1,11,2,24,77,2,1,NA,1,17,6,44,15,26,5,78,8,2,14,10
"1157","5.1.3.29",28,NA,NA,NA,5,11,27,NA,3,10,10,26,175,376,5,1,5,NA,73,60,11,94,6,3,NA,24,50,46,111,247,12,558,84,10,NA,13,4
"1158","5.1.3.32",23,NA,NA,NA,16,11,6,NA,1,3,16,12,35,20,29,5,1,NA,36,17,9,61,1,2,NA,NA,32,19,38,28,3,7,12,19,NA,11,NA
"1159","5.1.3.4",58,1,104,NA,214,95,133,287,365,123,283,223,716,134,129,322,91,22,509,346,99,1267,33,21,188,91,212,321,564,739,57,77,585,198,75,215,164
"1160","5.2.1.8",1195,3,326,2,1180,1863,3330,608,2072,1018,2550,1631,3207,2901,1071,1615,1196,1826,3499,1443,713,3542,759,7480,12918,2515,3449,4313,1654,1346,3826,4699,2254,1362,215,2062,673
"1161","5.3.1.1",899,5,224,12,1592,1652,1417,1425,2739,2366,2844,1829,2929,2700,1096,2606,2283,606,2671,1141,424,2727,1859,5392,12171,1870,2464,3437,1694,1416,1085,3464,3817,1474,509,2043,1644
"1162","5.3.1.13",863,NA,240,NA,1635,2219,2695,1369,3247,1378,3147,1827,3130,3113,1429,2067,2505,1585,3186,1526,673,3413,4808,8634,15136,2459,3028,4416,1356,1169,2101,4188,2605,1371,416,2287,2518
"1163","5.3.1.14",355,NA,112,1,462,237,176,408,1174,327,390,413,1153,175,553,897,632,14,926,467,151,2093,97,603,360,1098,418,391,888,943,106,128,897,571,244,458,392
"1164","5.3.1.16",NA,NA,NA,NA,13,19,3,NA,NA,NA,2,NA,NA,6,1,NA,1,NA,5,4,1,1,4,NA,257,NA,5,8,8,1,NA,2,NA,1,1,3,1
"1165","5.3.1.17",54,NA,12,NA,80,164,144,10,65,63,74,227,347,68,102,139,50,8,300,142,50,183,10,20,16,38,211,125,365,440,25,55,412,52,17,130,73
"1166","5.3.1.22",162,NA,22,1,138,241,127,117,308,67,159,365,518,890,68,65,101,43,211,142,136,360,35,460,118,566,243,201,290,290,41,1253,545,99,9,155,39
"1167","5.3.1.23",715,256,488,217,1126,655,738,1452,2284,1260,2188,948,1914,200,1063,1959,1480,1812,1049,592,195,1734,1968,2448,2647,762,655,1183,1173,889,314,173,1897,825,657,794,1542
"1168","5.3.1.24",156,4,29,NA,313,256,258,434,714,240,591,382,549,262,276,510,346,111,369,175,49,424,82,64,2415,173,206,489,235,202,77,420,580,222,171,240,144
"1169","5.3.1.28",371,2,130,2,469,240,563,405,1180,973,1237,855,1052,541,379,1009,1001,1160,1590,683,277,1177,2321,2886,5724,787,1100,2107,702,541,217,549,1025,486,171,733,1109
"1170","5.3.1.30",50,5,16,NA,75,124,83,49,51,72,145,14,48,37,14,93,29,20,92,29,28,162,NA,3,7,4,129,78,64,29,20,28,50,42,7,123,19
"1171","5.3.1.31",NA,NA,NA,NA,3,5,1,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,6,3,6,1,1,NA,NA,2,NA,10,NA
"1172","5.3.1.5",112,NA,45,NA,202,97,32,111,122,315,227,79,177,44,143,168,97,16,201,48,15,205,85,5,1077,8,451,346,227,135,56,38,423,204,21,349,85
"1173","5.3.1.6",485,294,470,401,971,1497,1477,790,1311,1359,1145,877,1107,1737,390,1091,1577,802,1588,708,241,1125,1040,6275,9519,1391,1775,2398,422,317,1399,2538,1701,678,327,1178,766
"1174","5.3.1.8",18,2,2,NA,139,98,105,87,241,87,169,48,112,26,39,75,48,9,106,30,38,124,75,24,40,68,94,170,94,84,22,14,69,67,21,114,92
"1175","5.3.1.9",1719,18,643,3,1751,2340,3557,804,2803,2701,3916,2985,5681,4017,1069,2025,3924,2296,6171,3071,1943,6983,4465,18310,20811,5167,6995,7743,2594,2281,2861,5029,4144,2243,241,4188,2857
"1176","5.3.2.5",2,5,2,NA,23,27,108,10,11,38,81,9,7,5,2,34,22,20,1,NA,7,15,6,1,7,NA,9,3,21,2,7,9,9,12,27,11,7
"1177","5.3.2.6",NA,NA,NA,NA,7,7,32,NA,NA,5,25,4,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA
"1178","5.3.2.8",156,2,26,NA,227,143,335,170,109,82,304,74,83,121,94,98,79,10,294,168,350,339,4,34,59,17,417,253,148,119,286,124,139,196,32,216,28
"1179","5.3.3.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"1180","5.3.3.18",174,168,90,88,168,691,90,161,164,164,502,121,151,1140,198,163,271,39,413,154,170,437,71,18,3169,37,661,738,167,107,136,1574,267,306,12,268,85
"1181","5.3.3.2",9,145,88,202,223,163,34,122,116,898,71,37,48,23,24,193,1189,2,48,14,55,39,264,2,513,9,25,60,36,24,58,29,649,183,74,273,273
"1182","5.3.99.10",NA,NA,NA,NA,2,1,2,NA,4,NA,9,2,2,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,2
"1183","5.3.99.11",NA,NA,NA,NA,7,10,8,NA,14,12,4,NA,2,1,NA,4,3,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,11,1,1,NA
"1184","5.4.1.3",63,NA,2,NA,217,90,16,150,23,326,193,36,41,78,40,49,519,5,45,20,24,63,40,NA,299,5,115,66,58,48,27,41,290,242,56,163,76
"1185","5.4.2.10",1403,34,284,3,2267,3482,4476,2042,4267,1778,4036,3003,5145,4617,1470,2690,2228,1668,4787,2222,1132,3804,873,14630,16923,3143,5036,6634,2267,1783,4006,6503,4683,1910,643,3009,785
"1186","5.4.2.11",984,6,220,NA,1223,1875,915,1129,2589,1671,3021,1149,1642,3369,1562,2451,1779,483,2868,1197,532,3396,3303,763,10644,1459,3054,4052,1485,1446,527,4756,2171,1702,300,2140,2508
"1187","5.4.2.12",808,8,264,3,2234,2329,4326,1476,1322,1062,3291,2059,3561,1291,530,3709,1746,2325,3698,2005,972,2903,756,4942,15072,2274,2897,5368,1530,1487,4991,1206,1588,1223,575,1976,475
"1188","5.4.2.2",593,21,632,11,797,942,919,192,1644,1115,1743,1367,2871,607,1479,959,485,486,3469,1386,842,5792,237,1562,15828,2564,1168,2480,1429,1155,352,529,2868,1147,141,1469,387
"1189","5.4.2.6",8,NA,19,NA,44,29,65,55,108,162,78,38,49,16,9,115,96,NA,56,24,14,96,7,77,404,184,27,28,38,42,9,10,90,63,20,35,28
"1190","5.4.3.2",464,5,315,2,917,457,551,921,2686,1102,1120,1737,2760,236,1302,2754,1279,266,2020,855,300,3104,2104,557,3325,1194,571,1993,2306,1871,298,219,3212,1071,663,1156,1938
"1191","5.4.3.3",2,NA,2,NA,17,7,6,15,15,21,5,30,40,7,3,4,18,3,49,31,45,29,32,8,8,17,60,187,53,21,4,13,43,3,2,23,20
"1192","5.4.3.4",1,NA,NA,NA,18,8,7,12,7,52,3,53,58,6,4,1,21,12,68,47,25,15,30,10,1,9,87,348,24,15,6,5,62,NA,NA,14,13
"1193","5.4.3.5",19,NA,12,NA,23,5,80,1,7,100,36,448,612,52,58,2,255,4,153,66,8,224,2,46,NA,33,44,45,592,388,32,18,900,59,2,104,90
"1194","5.4.3.8",2189,2215,2471,2497,2875,2678,2994,3753,6931,2786,6623,3141,5897,2205,2608,5572,4030,2314,4100,2381,820,6245,6047,5758,12716,2123,3496,5823,2812,2543,2378,2705,5387,2547,1227,3438,4825
"1195","5.4.3.9",9,NA,5,NA,17,7,7,9,36,25,5,50,83,4,7,19,56,20,52,25,3,31,171,17,18,43,18,77,42,27,10,3,49,16,34,39,81
"1196","5.4.4.2",11,NA,2,NA,127,76,17,115,94,144,65,40,69,20,45,115,52,3,54,36,14,103,109,9,142,8,55,156,90,28,19,17,115,90,23,95,118
"1197","5.4.4.3",288,19,77,16,331,900,1031,241,488,202,455,541,723,2316,171,282,445,773,1115,530,218,688,234,1611,6218,678,1427,1534,217,180,1207,3699,489,337,43,503,171
"1198","5.4.99.12",53,NA,11,NA,205,483,358,80,238,670,265,144,246,320,151,151,671,197,274,103,43,155,206,3772,1672,563,469,396,85,62,315,495,436,199,21,365,356
"1199","5.4.99.18",813,100,243,102,1815,1853,1633,1775,1582,2043,2251,1444,2700,1707,1080,2147,2075,1951,1818,818,549,2688,3083,4365,9141,1583,2107,2389,1545,1334,1521,1989,3255,1140,377,1655,2238
"1200","5.4.99.19",15,NA,13,NA,64,399,177,5,11,6,18,66,45,543,6,5,106,68,190,50,29,120,20,2269,80,227,99,239,32,18,36,794,57,16,NA,121,13
"1201","5.4.99.2",2761,2678,2790,2656,6095,5964,2340,6585,9479,6046,10933,3968,8638,6935,3541,10927,5337,1744,7059,3184,1288,9357,2734,3529,19855,6786,7109,9287,5070,4331,1414,9795,7799,5012,2565,5693,3746
"1202","5.4.99.20",96,15,42,NA,224,265,611,149,417,202,490,361,314,335,299,302,213,21,1142,424,135,432,299,5166,6006,650,753,1302,118,144,863,316,401,276,60,540,303
"1203","5.4.99.21",49,NA,5,NA,64,97,162,9,16,44,83,117,93,85,171,22,68,17,155,75,43,149,27,138,443,607,167,156,63,102,24,73,63,58,5,202,23
"1204","5.4.99.22",289,NA,44,NA,303,863,1390,143,597,207,411,589,842,1194,160,174,314,661,1086,417,163,455,200,5830,5521,1126,1464,1455,173,146,1826,1740,545,286,15,720,200
"1205","5.4.99.23",473,6,88,NA,722,890,1200,649,1148,589,958,801,1101,1060,349,732,502,678,1292,694,311,1381,419,5141,6954,1154,1612,2098,492,445,1150,1356,910,548,117,939,435
"1206","5.4.99.25",458,1,133,NA,673,815,1201,756,1138,432,1153,586,1028,1120,403,882,578,465,1234,528,188,1144,387,4014,5335,851,1432,1736,471,397,1227,1410,963,514,171,991,427
"1207","5.4.99.26",4,NA,2,NA,58,244,209,4,16,26,33,183,372,84,7,7,43,3,193,45,18,75,12,21,521,51,67,89,36,59,22,64,100,15,3,126,31
"1208","5.4.99.27",NA,NA,NA,NA,34,47,8,1,2,NA,7,5,1,12,NA,NA,4,1,7,3,4,5,NA,NA,7,NA,10,3,12,2,1,4,2,6,NA,13,7
"1209","5.4.99.5",NA,NA,NA,NA,28,18,11,3,1,29,7,3,NA,1,NA,NA,53,7,4,2,2,2,11,NA,NA,NA,1,15,10,2,29,2,1,9,NA,12,20
"1210","5.4.99.62",NA,NA,NA,NA,20,13,5,6,10,6,3,5,17,7,6,2,5,NA,NA,1,6,4,NA,27,NA,60,2,1,2,5,2,1,NA,4,NA,9,NA
"1211","5.4.99.9",40,NA,18,NA,113,67,521,31,178,232,63,34,85,99,14,62,450,16,251,60,59,214,169,12,108,15,187,156,164,101,469,84,68,90,11,256,101
"1212","5.5.1.16",7,NA,NA,NA,23,10,11,13,109,NA,9,25,65,4,64,94,2,NA,69,15,1,18,4,2,NA,26,3,14,12,48,11,3,79,3,12,9,2
"1213","5.5.1.2",134,NA,13,NA,19,91,81,2,11,8,85,8,29,10,41,4,26,1,91,29,57,182,4,NA,5,2,235,89,9,17,252,26,24,63,NA,78,1
"1214","5.5.1.25",4,NA,NA,NA,13,5,4,32,5,11,51,7,29,16,12,19,22,2,12,5,1,11,NA,NA,NA,NA,19,13,4,9,3,7,6,6,1,13,1
"1215","5.5.1.7",12,1,NA,NA,NA,19,17,NA,2,NA,7,2,5,2,13,6,2,NA,1,1,3,2,1,NA,19,NA,9,21,2,3,27,NA,NA,8,NA,5,NA
"1216","5.99.1.2",2236,18,646,2,5243,4319,7312,5791,6999,5017,7875,4584,7009,1925,3070,8900,4807,2525,6345,2827,1556,7104,3917,11419,16861,4723,5960,7149,4868,3785,8447,1526,7527,3746,1493,6081,3281
"1217","5.99.1.3",11517,107,3441,19,20752,24245,34149,20309,35120,24541,38012,25233,38491,30262,14731,35370,25850,21250,39907,16132,10130,38693,26430,102454,112429,29164,38654,45227,21663,17870,31410,41428,36344,18541,6609,28608,21656
"1218","6.1.1.1",1528,1,626,7,4248,3348,3391,4256,5364,4510,5524,3942,5643,3013,1829,5886,5170,1249,4549,2064,963,5470,6347,8195,16287,3084,4278,4808,3116,2658,2768,4464,6558,2580,1127,3820,4450
"1219","6.1.1.10",1568,31,555,16,3634,4239,6004,3302,6370,5829,6369,4206,6969,5038,2421,5181,7756,3409,5918,2812,1526,5723,12759,20655,24714,4645,6591,7791,3353,2717,6252,7181,5853,2850,1123,4967,7784
"1220","6.1.1.11",2016,234,947,224,5425,4969,5836,6109,9464,7344,8789,5105,8516,5222,3288,9360,7888,3051,7108,3341,1692,8823,11990,16048,28854,4998,6013,8499,4396,3910,5199,7047,8900,4156,2401,5383,7995
"1221","6.1.1.12",639,5,259,4,2270,1784,1249,2473,3100,3166,2466,1775,2702,1262,1196,3426,2813,319,1827,876,318,2488,2758,945,9316,1308,1298,2252,1510,1433,703,1725,4248,1483,771,1685,2279
"1222","6.1.1.13",66,NA,17,NA,11,21,16,9,76,11,120,20,79,14,52,46,33,4,141,76,28,306,57,14,300,46,123,530,43,28,21,6,48,38,5,51,11
"1223","6.1.1.15",1154,9,212,1,1899,1771,2168,1755,2774,1522,3553,1915,2905,1835,1422,2554,1893,1008,2827,1162,1082,2940,3424,5840,11802,1723,2955,2766,1830,1259,1871,2196,2734,1217,478,2062,1940
"1224","6.1.1.17",2400,32,654,26,6002,5565,5563,6511,8870,7265,7060,5944,8558,6979,3144,9629,7004,2706,6719,3252,1822,7949,7734,10984,30772,4565,6415,8737,5288,4076,4973,9710,10296,3997,1978,5753,5866
"1225","6.1.1.18",2080,19,799,4,3587,3910,4746,2490,7195,3185,6569,5691,9373,2754,3170,8548,2695,282,7279,3330,1043,8807,2393,16391,27001,6064,5786,9358,4909,4851,4039,3921,10349,3630,1566,3695,2791
"1226","6.1.1.19",117,5,16,1,330,205,459,296,718,614,422,476,967,142,275,685,578,261,467,185,184,449,1156,284,3098,253,481,612,373,345,294,140,555,223,133,420,579
"1227","6.1.1.2",1558,17,409,4,2987,2341,3682,3516,4957,3743,4874,3200,4805,1764,1786,5482,3816,685,3855,1704,1002,4434,5136,3816,12641,1868,3022,3568,2926,2207,3410,2079,5003,2171,1078,3253,3230
"1228","6.1.1.20",1537,9,440,5,4303,2819,3128,4175,5788,6435,5139,3854,5934,1090,1541,7510,6360,917,4145,1832,710,4975,6049,7906,12807,3097,2819,4468,3803,2951,2840,1065,7156,2668,1503,3361,4746
"1229","6.1.1.23",563,1228,1377,1302,1778,1756,1881,1530,1797,2187,1351,1365,1840,1681,697,2854,3086,1077,1956,826,465,1709,3041,5620,7460,1555,2306,2374,1026,765,2026,2374,2584,1092,688,1744,1876
"1230","6.1.1.3",1863,16,538,5,4504,4726,6601,4557,6326,4823,6215,4631,6975,5471,2707,6567,4990,2132,7258,2894,1778,5889,7359,19565,30951,5700,7476,8618,3736,3017,6395,7763,6370,3320,1196,5326,4800
"1231","6.1.1.5",875,94,373,97,3949,2334,1827,4321,4591,5246,2006,2962,3621,783,1555,7283,5350,2723,2808,854,448,2038,2605,1331,6282,2655,1730,3170,2955,2088,1043,632,6233,2370,1754,3194,3522
"1232","6.1.1.6",2060,538,1597,619,4707,4851,5952,4296,8131,4745,6148,5857,8439,5469,3063,8476,5124,2510,7540,3494,1398,6787,6443,16004,30351,5554,6826,9327,4652,3824,4616,7383,8425,3494,1733,5105,4609
"1233","6.1.1.7",3397,24,772,2,6064,7287,7627,5844,9944,6087,11009,6327,10057,8811,3967,9549,6773,3391,9874,4401,2398,10811,9945,26472,42347,7751,9888,13422,4809,4185,7240,12135,9696,4968,1795,6912,6481
"1234","6.2.1.1",5466,7054,7423,7306,11049,8765,8807,11175,12161,11755,16867,8694,15386,9010,6349,14043,12670,8280,11536,4770,3357,13647,19424,17900,52897,6677,10767,12796,8644,6695,8365,11775,15202,7580,4113,10373,14056
"1235","6.2.1.18",9,703,683,778,100,66,37,133,81,46,21,30,39,2,17,134,31,670,21,7,6,20,68,19,278,40,6,25,65,39,10,2,75,20,69,11,33
"1236","6.2.1.20",11,NA,NA,NA,NA,NA,NA,2,7,NA,34,6,13,NA,1,6,NA,NA,1,1,NA,6,NA,NA,3,NA,4,22,4,3,2,NA,2,4,1,23,5
"1237","6.2.1.26",18,NA,2,NA,11,13,19,1,7,3,16,9,18,22,6,9,10,3,13,3,9,5,1,2,5,3,9,5,14,12,9,11,6,8,2,14,3
"1238","6.2.1.3",1144,3660,2621,3001,1419,1117,684,1609,1676,2160,3127,933,1761,1153,958,2330,2590,825,1554,797,421,2868,1264,215,4927,481,1681,1960,1503,1051,682,1493,2025,1364,451,1853,1033
"1239","6.2.1.30",848,122,486,47,2246,3410,1676,2155,5118,2825,1972,2717,6891,4023,1193,3183,2975,225,3777,2004,1031,3715,582,587,9950,894,1862,3185,2771,2286,522,6098,4166,1578,775,1944,993
"1240","6.2.1.32",78,NA,3,NA,18,9,15,12,15,7,159,9,19,249,35,36,4,1,32,6,9,25,NA,2,258,1,37,29,8,11,19,473,39,27,8,19,1
"1241","6.2.1.41",590,5,70,1,524,367,300,512,676,433,1345,489,832,1323,513,928,391,147,741,367,155,1084,113,811,3241,325,981,779,673,573,192,1971,910,737,132,1016,222
"1242","6.2.1.44",475,89,75,44,258,1121,420,76,161,188,797,172,222,2115,293,155,434,100,853,358,242,871,94,14,1373,33,1112,1251,239,175,550,3194,497,455,11,572,93
"1243","6.2.1.5",3955,4793,4881,5134,6526,6100,6889,6429,10627,7431,12880,6261,9086,6508,5016,11045,7373,4713,9884,4044,2471,11744,14546,23405,36446,7242,9690,11442,5238,4443,7163,8791,9576,5638,2529,7986,11092
"1244","6.2.1.n2",136,NA,55,1,34,20,20,24,4,38,11,23,33,55,16,15,144,4,162,5,40,454,16,NA,96,3,142,108,19,16,29,31,41,17,2,73,7
"1245","6.3.1.1",5,NA,65,NA,24,9,96,13,192,24,16,178,452,20,49,144,30,NA,137,89,16,195,7,99,2,332,32,99,160,378,25,17,265,35,39,185,56
"1246","6.3.1.11",12,NA,NA,NA,78,51,867,2,9,5,72,17,19,225,11,NA,36,66,77,45,21,61,5,4,33,7,137,71,11,6,1485,363,11,39,1,150,18
"1247","6.3.1.12",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,1,NA
"1248","6.3.1.2",1624,145,371,73,3347,1926,1450,4319,5399,2647,5617,1627,3452,704,2172,5426,2437,1082,2883,1293,539,3788,2333,1312,9314,1121,1888,2442,2355,1721,751,576,2957,2010,1136,1957,2045
"1249","6.3.2.1",1501,11,399,3,3666,3506,3050,3740,5847,4142,4450,2887,4988,3274,1981,6189,4399,822,3960,1874,801,5303,6334,7575,18921,3153,3645,5239,2949,2494,2563,4308,4466,2668,1230,3378,4532
"1250","6.3.2.10",214,NA,24,NA,193,563,763,58,415,89,258,425,515,1008,138,113,159,156,704,282,71,420,128,4703,7073,820,680,956,140,128,915,1011,374,139,19,346,126
"1251","6.3.2.13",783,11,120,NA,1135,1093,1034,1224,1660,1047,1732,1065,1808,1490,742,1374,1151,669,1397,733,393,1656,1867,3210,6192,1136,1575,2211,1025,868,707,1879,1321,711,241,1172,1210
"1252","6.3.2.2",89,NA,1,NA,85,312,44,8,36,74,88,31,22,606,13,26,110,16,81,31,11,54,6,4,711,3,77,85,37,20,36,938,69,76,NA,127,17
"1253","6.3.2.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","6.3.2.3",151,1,28,NA,317,1273,1587,193,462,118,567,402,204,1303,120,62,369,247,965,383,176,580,151,6405,3567,874,1796,1020,84,64,1625,1667,305,280,8,713,183
"1255","6.3.2.4",889,7,245,NA,2033,2103,2225,2181,3705,2342,3962,1796,3076,2915,1208,3312,2445,872,3232,1557,557,3945,1801,6686,12833,2022,2885,4951,1840,1515,1921,3835,3144,1735,565,2476,1707
"1256","6.3.2.43",61,535,541,498,489,332,134,641,982,1285,303,167,656,57,159,987,1200,73,492,198,14,756,683,482,1775,899,132,430,295,490,71,34,1541,596,311,596,826
"1257","6.3.2.45",624,3,117,2,682,2019,2509,386,1489,353,1215,1172,1578,4353,454,421,687,1328,2827,1390,423,1794,559,11353,12768,2633,3469,5022,292,244,2122,5678,905,680,74,1641,429
"1258","6.3.2.7",13,1,2,NA,50,28,84,73,53,19,96,47,67,116,35,58,38,8,72,45,13,83,8,117,371,33,58,44,45,29,74,139,83,33,11,72,15
"1259","6.3.2.8",1243,8,406,NA,1553,3193,3945,1312,3589,1301,3859,2182,3470,4018,1497,2519,2379,1413,4008,1730,715,3975,3648,12145,14049,2781,3880,6009,1495,1167,4184,5509,2913,1475,511,2650,2274
"1260","6.3.2.9",222,3,71,NA,277,353,1067,285,467,111,536,418,403,264,102,239,128,417,689,271,101,891,127,5938,2263,874,725,702,164,173,1043,225,326,237,42,558,127
"1261","6.3.2.n2",529,2,55,1,596,321,171,907,1272,195,1699,92,397,84,1278,1677,245,136,283,80,36,225,70,25,2677,21,863,381,363,290,123,44,194,533,141,812,104
"1262","6.3.3.2",7,NA,NA,NA,27,104,76,11,7,22,24,32,19,20,8,3,19,84,31,4,20,30,7,1110,1,118,25,23,4,7,106,8,10,7,1,30,8
"1263","6.3.3.3",57,NA,3,NA,84,219,143,6,10,75,57,40,22,954,22,10,174,38,79,89,48,84,592,47,12,29,152,466,18,13,46,1184,33,54,11,181,216
"1264","6.3.4.15",11,NA,NA,NA,58,100,41,1,3,4,5,5,1,15,1,1,9,2,8,4,9,7,NA,NA,3,1,17,17,25,4,2,14,4,9,NA,21,NA
"1265","6.3.4.18",124,57,34,70,362,294,330,283,140,663,448,310,638,421,168,181,680,470,216,74,115,316,1367,1549,3101,623,446,174,369,388,436,518,957,258,30,427,740
"1266","6.3.4.19",NA,3,NA,NA,13,25,4,4,NA,8,31,NA,1,1,1,1,7,NA,6,1,1,2,14,NA,1,NA,5,3,2,1,1,NA,3,5,1,1,16
"1267","6.3.4.20",6,6,19,NA,100,53,207,30,20,151,109,36,127,55,22,18,49,50,128,78,112,209,34,2,4,6,186,164,49,25,41,52,44,34,4,91,41
